,name,mission_area,science_topic,date,lat_n,lon_w,lat_s,lon_e,visits
432,repurpose next-generation content,Core Sience Systems,Planetary Sciences,1995-03-30,45.49428,-122.86705,40.27568397871384,-104.20089057859171,203
433,cultivate best-of-breed eyeballs,Regional Offices,Environmental Health,1974-09-03,42.97086,-82.42491,24.143208457938606,-79.69289314391871,91
434,re-contextualize end-to-end info-mediaries,Land Resources,Marine Geology,2019-09-15,39.43534,-84.20299,26.04630246077627,-64.23971582898531,180
435,orchestrate sticky deliverables,Core Sience Systems,Botany,2000-10-21,39.32011,-76.51552,35.874296756376474,-61.00624259813305,290
436,iterate dynamic schemas,Water Resources,Soil Sciences,1992-11-10,40.68066,-73.47429,32.3568855885343,-61.59566421208169,399
437,brand back-end portals,Natural Hazards,Forestry,2008-12-18,31.84568,-102.36764,25.768622895409408,-101.17915660789795,424
438,exploit global supply-chains,Land Resources,Marine Geology,1980-08-27,40.2737,-76.88442,30.633910865078654,-64.2143406660851,196
439,maximize magnetic schemas,Land Resources,Mineral Resources,1983-01-27,39.32288,-76.72803,38.79216724945956,-57.157064730668935,195
440,facilitate interactive relationships,Ecosystems,Energy Resources,1978-05-19,41.0051,-73.78458,24.47474520203081,-64.03552795039678,148
441,innovate extensible eyeballs,Natural Hazards,Forestry,1981-10-07,35.74788,-95.36969,16.30709966593423,-88.71983863240642,53
442,engineer transparent supply-chains,Energy and Minerals,Planetary Sciences,2015-10-15,39.43534,-84.20299,23.523531034014933,-72.92956129548801,441
443,envisioneer B2C web-readiness,Land Resources,Volcanology,1974-01-31,40.60538,-73.75513,24.709598165841534,-63.47379299293237,105
444,deliver enterprise paradigms,Natural Hazards,Information Sciences,1973-01-23,40.82232,-74.15987,31.75264480858219,-55.72880621680342,97
445,reinvent cutting-edge experiences,Core Sience Systems,Marine Geology,1984-11-11,46.32374,-120.00865,45.0251438142277,-114.07373444236484,213
446,utilize bricks-and-clicks interfaces,Environmental Health,Planetary Sciences,2001-09-26,33.76446,-117.79394,17.61959120470621,-105.47816496970422,353
447,reinvent seamless architectures,Water Resources,Planetary Sciences,2012-08-15,31.12406,-97.90308,29.96609684707899,-80.15958049074258,473
448,enhance dynamic initiatives,Natural Hazards,Geophysics,2019-08-08,30.17746,-81.38758,17.931489896757117,-77.9818917658371,451
449,engineer end-to-end synergies,Land Resources,Information Sciences,1978-06-06,32.42067,-104.22884,15.955556207391606,-93.43312938718138,252
450,deploy magnetic convergence,Land Resources,Climatology,2004-04-08,34.06635,-84.67837,32.170089263661055,-71.29794168154916,346
451,evolve granular models,Core Sience Systems,Remote Sensing,1984-05-24,41.27621,-72.86843,25.01106329942892,-59.5521774669259,161
452,transition plug-and-play web services,Core Sience Systems,Wildlife Disease,2013-05-22,47.4943,-122.24092,36.09155481073603,-103.85304643937931,220
453,re-contextualize open-source e-markets,Environmental Health,Geochemistry,1985-08-19,47.80527,-122.24064,39.529899298743565,-112.82229327484643,380
454,synergize transparent e-commerce,Ecosystems,Information Sciences,1976-11-04,38.06084,-97.92977,21.06318292305636,-78.85196846936637,81
455,orchestrate ubiquitous models,Energy and Minerals,Climatology,1986-04-21,39.09112,-94.41551,21.540230479954065,-76.77225868601795,200
456,harness dot-com portals,Regional Offices,Marine Geology,1982-02-02,34.25628,-78.04471,28.989182408015164,-74.82941747005106,42
457,extend granular niches,Environmental Health,Seismology,1975-12-31,26.2173,-80.22588,19.564142834969203,-77.27837142822486,107
458,transform enterprise functionalities,Ecosystems,Aquatic Biology,1986-01-07,35.88264,-80.08199,25.788262782196988,-75.83809622638503,181
459,disintermediate extensible paradigms,Regional Offices,Information Sciences,2000-08-09,33.92946,-116.97725,30.696139190154284,-112.87264406537614,39
460,seize enterprise models,Land Resources,Soil Sciences,2015-01-26,42.4251,-71.06616,35.778828997091175,-66.86827188397635,21
461,engineer e-business supply-chains,Natural Hazards,Forestry,1985-10-28,32.54044,-82.90375,15.68427080500619,-68.63874085360146,466
462,drive innovative e-markets,Core Sience Systems,Energy Resources,1988-04-07,41.48199,-81.79819,22.55179302565843,-70.77358238613593,466
463,target integrated paradigms,Environmental Health,Information Sciences,2011-11-20,44.73941,-93.12577,26.798414657676503,-74.84419463136075,398
464,facilitate proactive convergence,Energy and Minerals,Planetary Sciences,2015-01-28,25.67927,-80.31727,18.21591299244686,-63.42166487861013,115
465,aggregate compelling portals,Land Resources,Land Use Change,1990-12-24,41.55838,-81.56929,33.229503286896744,-79.17962043944124,32
466,engineer ubiquitous deliverables,Natural Hazards,Forestry,1976-09-10,47.80527,-122.24064,31.50684570296997,-119.6187718301237,456
467,orchestrate granular initiatives,Natural Hazards,Botany,1997-04-21,42.52787,-70.92866,28.49328875507198,-61.80432497279424,85
468,cultivate impactful technologies,Water Resources,Mineral Resources,2017-02-22,26.68451,-80.66756,16.90738740277353,-63.99639962347405,462
469,transform virtual interfaces,Water Resources,Aquatic Biology,1995-02-25,33.76446,-117.79394,14.483224139209455,-115.42645910429121,224
470,syndicate proactive eyeballs,Land Resources,Planetary Sciences,1977-04-27,33.52253,-117.70755,18.73217456040475,-110.64030598766847,300
471,revolutionize robust ROI,Environmental Health,Geography,2011-06-30,41.8542,-87.66561,25.83914972491199,-76.68894449778027,164
472,integrate impactful action-items,Environmental Health,Wildlife Biology,1995-12-14,40.56754,-89.64066,40.2710634898888,-84.8722387731772,478
473,mesh dynamic content,Core Sience Systems,Seismology,1970-08-03,33.35283,-111.78903,24.2411364171593,-101.27635428005355,419
474,generate robust supply-chains,Land Resources,Soil Sciences,1982-11-03,34.95303,-120.43572,33.236742492714384,-104.94124101290274,446
475,re-intermediate collaborative technologies,Natural Hazards,Climatology,2015-05-18,41.15376,-87.88754,40.63133671500252,-73.09146849068489,139
476,revolutionize plug-and-play functionalities,Ecosystems,Volcanology,1973-05-18,40.5576,-74.28459,32.058086205438656,-67.79657342141837,120
477,target back-end convergence,Environmental Health,Environmental Health,1972-08-01,38.91817,-78.19444,30.71068703887564,-76.32988508066576,458
478,brand mission-critical experiences,Regional Offices,Volcanology,1998-03-16,37.71715,-122.40433,22.960612668881765,-106.95789519352212,68
479,re-contextualize integrated technologies,Natural Hazards,Mineral Resources,2008-12-26,41.80753,-87.65644,41.53951095720308,-82.44722124226533,278
480,redefine vertical paradigms,Environmental Health,Geochemistry,2012-03-04,37.52487,-77.55777,24.181171437787405,-76.16360816016308,33
481,repurpose back-end web-readiness,Environmental Health,Ecology,2005-10-17,39.08367,-84.50855,38.10075475031978,-83.81669552771443,238
482,cultivate one-to-one platforms,Land Resources,Environmental Health,2017-04-25,38.96372,-76.99081,32.732490535417504,-72.80068848189791,228
483,deploy innovative action-items,Energy and Minerals,Climatology,2002-06-24,40.94065,-73.99681,23.506170415399374,-70.07514747397704,406
484,disintermediate visionary bandwidth,Core Sience Systems,Genetics,2018-02-16,37.60876,-77.37331,23.863561715625238,-74.87821832554607,497
485,aggregate extensible e-business,Water Resources,Seismology,2003-06-16,47.80527,-122.24064,44.40788647163593,-122.02351676802323,479
486,integrate leading-edge portals,Ecosystems,Geomorphology,1983-12-13,40.81,-73.9625,26.379664935162708,-72.65334426054713,54
487,exploit 24/7 platforms,Regional Offices,Volcanology,1992-09-30,42.4251,-71.06616,30.384268617887727,-55.33544673354705,20
488,visualize open-source ROI,Energy and Minerals,Geochemistry,1974-11-05,41.57721,-93.71133,32.425701335690654,-74.91107320274226,70
489,drive end-to-end relationships,Ecosystems,Information Sciences,1972-08-04,39.08367,-84.50855,33.852174253316356,-83.06904598928612,483
490,whiteboard front-end content,Ecosystems,Hydrology,1977-11-23,42.7392,-84.62081,26.70119300827612,-69.52634784109199,320
491,disintermediate extensible eyeballs,Core Sience Systems,Environmental Health,2004-02-22,42.93369,-72.27814,27.196001536453053,-59.15664574526111,57
492,enable killer systems,Core Sience Systems,Climatology,1976-06-09,45.49428,-122.86705,35.25065564236997,-121.79875229345735,317
493,engage out-of-the-box e-commerce,Ecosystems,Wildlife Disease,1980-09-04,40.68066,-73.47429,36.61937352420799,-55.945194136799564,343
494,scale back-end architectures,Ecosystems,Forestry,2008-09-12,35.88264,-80.08199,29.701392493382397,-67.52569231621412,5
495,transform one-to-one deliverables,Natural Hazards,Energy Resources,2011-05-06,34.25807,-88.70464,27.206831774326716,-76.18352933082303,434
496,monetize killer info-mediaries,Ecosystems,Geomorphology,1980-04-18,36.20829,-115.98391,23.24252540266764,-111.32995748020666,407
497,matrix innovative communities,Ecosystems,Climatology,1983-06-02,42.93369,-72.27814,27.82437504093273,-61.153459976104486,25
498,utilize dynamic communities,Land Resources,Land Use Change,1973-01-27,27.09978,-82.45426,7.356376487967385,-65.3044893765603,435
499,brand dynamic e-services,Water Resources,Geography,1971-04-14,34.06635,-84.67837,24.763731838540423,-77.2874794084653,318
500,scale one-to-one technologies,Regional Offices,Volcanology,2015-04-30,28.15112,-82.46148,13.342119750367184,-78.00515930418645,188
501,reinvent back-end systems,Energy and Minerals,Geophysics,2017-02-14,32.35126,-95.30106,29.720714641598086,-77.63374552402769,131
502,benchmark extensible e-tailers,Natural Hazards,Genetics,1972-09-18,38.91817,-78.19444,35.7036296089848,-68.65656725144257,302
503,evolve holistic partnerships,Energy and Minerals,Geography,1981-06-13,39.32288,-76.72803,31.445296742313467,-59.27214056206927,322
504,enhance customized portals,Water Resources,Planetary Sciences,2002-08-23,42.35843,-71.05977,36.59854831702297,-58.23627855377255,126
505,engage e-business web-readiness,Ecosystems,Geography,1990-06-21,39.96097,-75.60804,38.75846342569507,-68.51150111210127,111
506,unleash e-business synergies,Natural Hazards,Volcanology,1973-09-16,38.06084,-97.92977,19.03755387069498,-90.3301808259764,382
507,evolve intuitive niches,Environmental Health,Planetary Sciences,1990-07-15,47.38093,-122.23484,35.125260392316385,-111.64049976986415,22
508,innovate back-end e-services,Energy and Minerals,Forestry,1989-08-01,40.57788,-73.95958,34.1036340334237,-58.73983755954253,240
509,benchmark turn-key vortals,Ecosystems,Volcanology,2006-06-16,46.32374,-120.00865,45.330113733150554,-101.5210633128348,51
510,evolve open-source niches,Water Resources,Remote Sensing,2016-06-23,36.61033,-88.31476,23.077682189844104,-73.9161506286155,79
511,unleash efficient communities,Regional Offices,Soil Sciences,2010-10-17,41.80753,-87.65644,28.401348915368146,-77.86030081184406,495
512,implement bricks-and-clicks methodologies,Energy and Minerals,Wildlife Biology,1979-02-06,42.35843,-71.05977,31.689029344910566,-64.08342278957218,232
513,deliver wireless e-markets,Natural Hazards,Information Sciences,1974-10-18,36.20829,-115.98391,33.66287434037321,-115.5674030903627,150
514,innovate revolutionary eyeballs,Environmental Health,Geomorphology,2000-08-05,42.24113,-88.3162,25.68715711887675,-68.44245311840231,94
515,architect intuitive initiatives,Ecosystems,Environmental Health,1984-05-24,32.52515,-93.75018,20.116054893087956,-88.2383268006954,224
516,integrate out-of-the-box e-business,Environmental Health,Information Sciences,2013-10-16,40.58654,-122.39168,28.860778794065908,-107.80332472893075,148
517,repurpose dot-com markets,Water Resources,Wildlife Biology,1976-08-16,30.17746,-81.38758,10.8717100693096,-79.61770649158538,342
518,orchestrate ubiquitous channels,Environmental Health,Land Use Change,1990-02-25,40.63316,-74.13653,22.15214084766999,-72.13745047243945,160
519,embrace integrated web-readiness,Energy and Minerals,Geophysics,2016-05-31,41.75338,-86.11084,26.711523924307578,-75.85735752971554,2
520,engineer frictionless methodologies,Land Resources,Geomorphology,1972-12-19,34.77453,-96.67834,18.968214201317785,-95.14031376127306,188
521,revolutionize cross-platform relationships,Ecosystems,Forestry,1976-01-31,47.80527,-122.24064,34.73148178609031,-119.34518169009708,319
522,unleash e-business schemas,Land Resources,Energy Resources,2018-08-04,34.95303,-120.43572,33.8342002471464,-100.59664425368024,145
523,grow open-source synergies,Core Sience Systems,Environmental Health,2012-09-25,34.09668,-117.71978,19.3450902907472,-108.05734934622053,74
524,redefine e-business web services,Natural Hazards,Mineral Resources,2003-06-30,40.82232,-74.15987,33.156579450245985,-61.135744644279086,450
525,maximize bleeding-edge ROI,Environmental Health,Forestry,1987-12-19,26.91756,-82.07842,17.798451904150753,-71.21787603330075,285
526,innovate best-of-breed content,Water Resources,Wildlife Biology,1970-09-12,41.15376,-87.88754,31.680248547527277,-76.23570422045496,247
527,syndicate holistic technologies,Energy and Minerals,Forestry,2002-11-12,40.81,-73.9625,21.318455610495885,-64.98885119604917,442
528,seize enterprise bandwidth,Land Resources,Geophysics,1981-02-16,41.50343,-74.01042,33.68275948776731,-67.96997335746441,160
529,transform distributed mindshare,Natural Hazards,Information Sciences,2006-05-09,33.92946,-116.97725,14.410525660465808,-104.8545726445569,415
530,transform front-end markets,Natural Hazards,Aquatic Biology,1973-01-06,38.17492,-122.2608,31.588909484823233,-109.932268262281,435
531,extend ubiquitous communities,Energy and Minerals,Geography,2003-05-10,33.76446,-117.79394,30.179253316292748,-100.27145579585839,134
532,revolutionize compelling interfaces,Regional Offices,Geography,2019-01-07,29.84576,-90.10674,10.950702215888533,-88.40169302394617,324
533,extend out-of-the-box relationships,Energy and Minerals,Geophysics,1973-11-22,38.70734,-77.02303,37.97316781092043,-66.76589947915495,393
534,drive granular portals,Land Resources,Hydrology,2001-12-24,28.54944,-81.77285,15.31038836968743,-69.70743976412149,143
535,visualize interactive partnerships,Land Resources,Soil Sciences,1972-05-13,47.76232,-122.2054,33.49266126263405,-110.48104432957383,209
536,redefine impactful e-tailers,Core Sience Systems,Marine Geology,2015-04-03,47.80527,-122.24064,44.003729052860066,-110.9352196016049,440
537,innovate proactive vortals,Regional Offices,Marine Geology,2008-04-14,41.9001,-71.08977,34.71611172123941,-56.81086881541761,41
538,aggregate intuitive infrastructures,Energy and Minerals,Remote Sensing,1989-07-20,26.68451,-80.66756,13.652655613686377,-67.9053711797442,497
539,facilitate proactive systems,Water Resources,Ecology,2006-04-25,42.4251,-71.06616,29.32131354908722,-60.91582928706487,153
540,unleash B2B e-tailers,Natural Hazards,Geophysics,1997-12-24,34.77453,-96.67834,15.725814774966352,-83.67197475417001,140
541,harness synergistic architectures,Ecosystems,Climatology,1975-04-26,41.24255,-82.61573,37.735281671128504,-75.58768235297991,151
542,reinvent cross-platform e-tailers,Natural Hazards,Geography,2000-03-07,46.32374,-120.00865,38.46866504350867,-116.85754766570085,98
543,harness value-added e-commerce,Water Resources,Aquatic Biology,1994-06-26,41.55815,-73.0515,22.46544735360697,-60.549708270117826,379
544,optimize visionary schemas,Energy and Minerals,Climatology,2016-02-14,40.93121,-73.89875,21.685404169723522,-69.42216243859959,390
545,deliver efficient e-tailers,Energy and Minerals,Volcanology,2011-06-04,32.42067,-104.22884,28.6230695401,-84.23742613254318,296
546,unleash wireless networks,Water Resources,Energy Resources,2005-06-05,44.99012,-123.02621,42.09781321063078,-119.22382965058071,38
547,orchestrate wireless metrics,Regional Offices,Environmental Health,1995-01-08,40.72371,-73.95097,34.70107724454034,-62.799992404536965,354
548,architect distributed interfaces,Natural Hazards,Genetics,1985-08-14,41.84364,-87.71255,26.35084479179715,-77.03639019777548,350
549,streamline extensible web services,Natural Hazards,Planetary Sciences,2020-08-29,40.58654,-122.39168,26.887686927563408,-121.62248179153876,84
550,engineer proactive architectures,Natural Hazards,Land Use Change,2003-09-09,33.95015,-118.03917,18.155798947034995,-110.89812518475283,495
551,drive seamless relationships,Regional Offices,Wildlife Biology,1989-12-27,38.17492,-122.2608,31.706661021306214,-113.72842011031591,287
552,strategize proactive experiences,Environmental Health,Marine Geology,1982-02-11,39.33427,-76.43941,35.42652918926619,-73.37692219913325,192
553,evolve strategic systems,Environmental Health,Geophysics,1972-02-09,42.58342,-71.8023,32.827234440465254,-56.13986366274877,173
554,architect wireless info-mediaries,Natural Hazards,Geochemistry,2009-01-14,32.5007,-94.74049,24.059178993245105,-82.52087020448617,76
555,monetize bleeding-edge metrics,Ecosystems,Wildlife Biology,2020-02-23,41.24255,-82.61573,22.00685476112091,-75.8725655722329,20
556,whiteboard impactful functionalities,Water Resources,Aquatic Biology,1992-08-20,26.18924,-98.15529,15.763896149212885,-78.40472791616045,44
557,integrate out-of-the-box communities,Regional Offices,Wildlife Disease,1975-09-20,27.09978,-82.45426,26.342205129772296,-82.28054438985959,85
558,syndicate transparent action-items,Land Resources,Information Sciences,1999-01-01,40.58654,-122.39168,40.25758987612415,-114.93884892493563,222
559,envisioneer synergistic synergies,Ecosystems,Aquatic Biology,1976-04-21,38.70734,-77.02303,26.559585803774397,-58.32052134852381,154
560,integrate plug-and-play e-markets,Regional Offices,Information Sciences,1993-12-04,41.80753,-87.65644,22.617259523451995,-78.39440299986322,17
561,embrace rich schemas,Land Resources,Seismology,1983-12-24,41.80753,-87.65644,34.68627968671126,-72.08012820683045,290
562,deploy revolutionary platforms,Core Sience Systems,Climatology,1990-03-19,43.91452,-69.96533,43.16151812398091,-54.05656088879418,435
563,repurpose proactive e-business,Energy and Minerals,Geophysics,2013-01-23,47.76232,-122.2054,44.965200513687854,-106.85364542852255,231
564,whiteboard granular functionalities,Water Resources,Information Sciences,1977-11-20,35.61452,-88.81395,32.85134862027269,-71.89744071726479,430
565,engage efficient partnerships,Ecosystems,Botany,2019-12-28,38.70734,-77.02303,19.100071501616792,-63.52920299193773,358
566,benchmark transparent e-commerce,Land Resources,Hydrology,1994-06-19,34.95303,-120.43572,24.33189869652227,-118.94524810850945,79
567,whiteboard synergistic models,Water Resources,Marine Geology,2008-06-15,44.27804,-88.27205,35.150838005396885,-84.3263794259458,254
568,harness global vortals,Core Sience Systems,Energy Resources,1995-09-04,42.30865,-83.48216,36.02160772080978,-80.03525699839689,28
569,drive proactive web services,Water Resources,Marine Geology,2014-03-22,45.16024,-93.08883,28.236251221510905,-84.2713844660554,306
570,e-enable extensible networks,Land Resources,Environmental Health,2011-03-08,26.68451,-80.66756,8.10520468388204,-78.99311562696886,241
571,orchestrate viral web-readiness,Land Resources,Land Use Change,2019-11-04,39.78504,-85.76942,38.24363853453908,-73.61017219126484,336
572,generate cross-platform info-mediaries,Water Resources,Forestry,1973-04-19,40.58654,-122.39168,23.859240707235305,-117.35820765381219,166
573,embrace dot-com methodologies,Regional Offices,Land Use Change,1991-05-05,34.63915,-120.45794,32.89846452131124,-115.85974611921517,343
574,re-contextualize best-of-breed action-items,Natural Hazards,Geomorphology,1996-04-10,29.65163,-82.32483,18.617638059841745,-64.5770808375461,49
575,deliver distributed bandwidth,Regional Offices,Environmental Health,2012-08-31,34.95303,-120.43572,22.98895878886139,-100.94971861283241,24
576,drive virtual mindshare,Ecosystems,Information Sciences,2018-12-28,31.12406,-97.90308,25.42680390360035,-84.18693277899396,442
577,streamline bleeding-edge networks,Core Sience Systems,Information Sciences,2017-01-20,43.1009,-75.23266,23.304478868399265,-71.05331451740122,158
578,extend frictionless infrastructures,Environmental Health,Information Sciences,2007-07-02,36.02506,-86.77917,25.189315661469262,-72.52939043426755,35
579,aggregate next-generation applications,Environmental Health,Mineral Resources,1988-01-24,31.12406,-97.90308,26.748047466101294,-78.37584969376067,318
580,deploy robust convergence,Energy and Minerals,Geochemistry,1973-05-16,41.24255,-82.61573,27.566206693111088,-77.85003352500118,390
581,matrix frictionless e-commerce,Environmental Health,Ecology,1976-04-05,32.54044,-82.90375,16.054451492784086,-66.83517183676295,100
582,enable scalable networks,Land Resources,Geophysics,1996-10-29,32.42067,-104.22884,19.565273402500864,-99.41456270142388,103
583,incentivize wireless models,Water Resources,Wildlife Biology,1995-02-15,40.94065,-73.99681,29.653350810583454,-64.51911210685822,396
584,implement collaborative experiences,Core Sience Systems,Wildlife Disease,1990-09-13,25.67927,-80.31727,23.815673312765714,-63.22766855908556,361
585,engage best-of-breed mindshare,Water Resources,Forestry,1999-02-08,40.81,-73.9625,40.473525322075496,-54.818075501548606,425
586,benchmark clicks-and-mortar initiatives,Core Sience Systems,Energy Resources,2008-06-16,34.21639,-119.0376,30.092008283942018,-108.327582106535,331
587,extend customized infrastructures,Energy and Minerals,Soil Sciences,1977-04-02,33.98154,-81.23621,20.20321403216781,-72.9812289856239,462
588,cultivate strategic eyeballs,Core Sience Systems,Geography,1999-10-23,40.72371,-73.95097,36.59097043008401,-70.23061631736034,254
589,morph front-end web-readiness,Land Resources,Ecology,1995-03-11,41.66394,-83.55521,39.107151799260535,-68.30205241817362,378
590,integrate mission-critical methodologies,Ecosystems,Aquatic Biology,2019-10-08,33.92946,-116.97725,24.553423400712322,-100.74983895351596,494
591,leverage customized interfaces,Regional Offices,Energy Resources,2011-11-18,41.48199,-81.79819,34.49129726399209,-78.14175908146525,497
592,aggregate synergistic supply-chains,Regional Offices,Hydrology,1993-02-04,35.88264,-80.08199,23.46876416623457,-76.86888075504955,60
593,synergize efficient communities,Water Resources,Wildlife Biology,2013-12-19,42.7392,-84.62081,24.899941419476814,-64.89842678932428,49
594,evolve integrated ROI,Water Resources,Ecology,1974-02-17,39.00622,-77.4286,23.394973021877945,-60.07118779611104,231
595,leverage collaborative schemas,Energy and Minerals,Information Sciences,2001-04-29,27.71809,-82.35176,10.222687714135905,-75.00611256119018,83
596,scale innovative platforms,Regional Offices,Climatology,2004-02-12,35.25064,-91.73625,26.63268268237651,-75.17355907470437,77
597,target enterprise e-markets,Core Sience Systems,Soil Sciences,1976-06-02,41.75338,-86.11084,33.270941392073375,-85.13680460055377,114
598,transition sticky methodologies,Ecosystems,Geophysics,2018-11-26,43.91452,-69.96533,24.89767681435118,-60.956618148329454,64
599,enable customized applications,Energy and Minerals,Seismology,1970-05-15,34.25628,-78.04471,26.115840264623234,-75.7591526402862,414
600,re-intermediate B2B info-mediaries,Environmental Health,Environmental Health,1980-09-08,41.50343,-74.01042,34.54828705878672,-55.99826576755244,276
601,grow granular models,Ecosystems,Environmental Health,2014-10-31,34.21639,-119.0376,21.935009601830835,-102.01111168428596,85
602,strategize cutting-edge experiences,Ecosystems,Energy Resources,1991-09-10,41.16704,-73.20483,21.69644966342402,-67.3252605968306,157
603,matrix bleeding-edge e-services,Water Resources,Land Use Change,1972-01-04,27.71809,-82.35176,13.22023383203113,-62.391915933125546,363
604,re-intermediate 24/365 ROI,Core Sience Systems,Geomorphology,1982-08-05,41.55815,-73.0515,26.398934498679633,-59.81671991611801,468
605,enhance vertical partnerships,Energy and Minerals,Genetics,1990-06-29,46.09273,-88.64235,31.357709114860647,-83.4088929632033,159
606,harness impactful niches,Land Resources,Seismology,2006-09-19,41.72059,-87.70172,24.327545115709615,-72.25839236485936,21
607,reinvent user-centric architectures,Regional Offices,Botany,2018-10-04,35.61452,-88.81395,26.51625333980766,-69.91470433554532,391
608,disintermediate web-enabled initiatives,Ecosystems,Geography,2003-04-13,42.24113,-88.3162,23.1590917160915,-70.76989347465678,199
609,incubate killer technologies,Ecosystems,Forestry,2015-09-22,33.76446,-117.79394,21.98595442068324,-115.8048119035251,226
610,visualize value-added bandwidth,Natural Hazards,Forestry,1985-04-22,34.14251,-118.25508,28.046011899993317,-105.93248307771454,429
611,cultivate synergistic info-mediaries,Ecosystems,Hydrology,1971-05-09,39.72943,-104.83192,34.30176173351724,-99.41164773917973,323
612,cultivate interactive web services,Ecosystems,Volcanology,1995-08-28,47.4943,-122.24092,47.216845738695824,-118.08794485341079,234
613,aggregate 24/7 e-business,Land Resources,Marine Geology,2017-06-11,40.93121,-73.89875,33.369621978299605,-71.26618635862857,155
614,innovate customized deliverables,Water Resources,Genetics,1986-10-27,44.73941,-93.12577,43.692687298782474,-86.22348145607646,238
615,repurpose plug-and-play ROI,Land Resources,Hydrology,1978-10-07,33.03699,-117.29198,27.816910819077222,-107.76590154078097,258
616,redefine end-to-end platforms,Energy and Minerals,Wildlife Disease,1970-12-21,40.93121,-73.89875,39.10105867203345,-73.07260255489892,259
617,innovate revolutionary schemas,Core Sience Systems,Energy Resources,1975-09-26,34.95303,-120.43572,23.672484324170178,-103.4052989823672,98
618,envisioneer intuitive channels,Land Resources,Environmental Health,1997-10-27,41.16704,-73.20483,22.555873915887513,-71.45496370481916,219
619,aggregate dot-com initiatives,Natural Hazards,Geochemistry,2008-04-16,42.24113,-88.3162,30.55259635538208,-73.47034057595,89
620,redefine scalable functionalities,Regional Offices,Wildlife Biology,1991-07-04,33.44872,-86.78777,29.002324825117245,-76.07059074751763,80
621,facilitate granular schemas,Natural Hazards,Marine Geology,1999-11-23,32.5007,-94.74049,22.739590201798407,-89.47858369649623,243
622,enable innovative niches,Land Resources,Soil Sciences,2005-08-19,38.96372,-76.99081,26.243640270523777,-76.03179116694069,414
623,evolve extensible ROI,Energy and Minerals,Land Use Change,2015-10-04,36.61033,-88.31476,33.19040483760259,-86.74143500791224,78
624,visualize cross-platform paradigms,Natural Hazards,Geochemistry,1985-09-24,26.68451,-80.66756,24.613997335141878,-70.20104297020873,454
625,evolve enterprise relationships,Ecosystems,Genetics,1996-11-26,47.4943,-122.24092,41.07735997675991,-122.07195061322228,456
626,redefine killer technologies,Environmental Health,Marine Geology,2008-08-07,45.53929,-122.38731,28.656896715078332,-117.73553792713531,8
627,redefine integrated functionalities,Environmental Health,Forestry,1985-02-02,33.92946,-116.97725,33.67736973707676,-112.02650234796134,130
628,strategize bricks-and-clicks content,Regional Offices,Hydrology,1993-09-21,41.55838,-81.56929,41.02959006521856,-63.84654750344705,58
629,maximize interactive networks,Water Resources,Information Sciences,1974-11-02,39.09112,-94.41551,31.685982630906647,-82.13914033900699,457
630,exploit collaborative e-services,Energy and Minerals,Genetics,1982-05-09,44.73941,-93.12577,26.824092811242764,-79.1362193174033,68
631,deliver open-source relationships,Natural Hazards,Soil Sciences,1999-04-14,26.68451,-80.66756,19.078082565254718,-76.81468596455555,289
632,syndicate turn-key models,Core Sience Systems,Soil Sciences,1998-07-26,40.65538,-74.38987,31.987857152583068,-72.20388994302385,118
633,synergize granular channels,Environmental Health,Mineral Resources,1973-08-19,28.54944,-81.77285,23.91456920577188,-69.99124518953688,228
634,reinvent integrated ROI,Natural Hazards,Mineral Resources,1981-12-16,47.92526,-97.03285,43.937092435331614,-87.12826002726723,141
635,disintermediate robust content,Land Resources,Seismology,2008-04-27,39.33427,-76.43941,31.18636301331469,-71.64225363795167,320
636,integrate sticky e-business,Natural Hazards,Ecology,1974-02-21,37.71715,-122.40433,28.579564207821694,-116.13147840197215,147
637,disintermediate visionary mindshare,Regional Offices,Climatology,1974-05-01,33.41012,-91.06177,30.279071116564943,-80.12589780483644,368
638,target dot-com mindshare,Ecosystems,Seismology,1992-01-21,32.5007,-94.74049,21.80511989082014,-88.07232270006693,242
639,extend intuitive bandwidth,Water Resources,Volcanology,2000-09-05,34.09668,-117.71978,18.473296972449,-102.01242378501676,239
640,e-enable web-enabled supply-chains,Energy and Minerals,Ecology,1984-08-19,34.06635,-84.67837,17.99216119182022,-82.9266469392081,83
641,re-contextualize interactive vortals,Land Resources,Wildlife Disease,1975-06-17,32.52515,-93.75018,27.996355715047194,-82.55989331915848,22
642,visualize synergistic platforms,Regional Offices,Genetics,1970-11-22,28.90054,-81.26367,12.88137188829506,-71.39725996366386,166
643,benchmark strategic vortals,Environmental Health,Energy Resources,2001-06-04,41.27621,-72.86843,35.16809551047768,-54.49907851248199,81
644,matrix next-generation synergies,Natural Hazards,Energy Resources,2001-12-06,35.88264,-80.08199,32.321470773073926,-74.40923163058415,42
645,mesh out-of-the-box markets,Core Sience Systems,Wildlife Disease,2006-06-07,35.25064,-91.73625,34.12593863821824,-83.73125818471195,265
646,drive world-class solutions,Core Sience Systems,Volcanology,1997-09-05,39.96097,-75.60804,29.772617989705722,-73.28441623644677,238
647,scale innovative channels,Land Resources,Wildlife Disease,2007-03-02,34.25807,-88.70464,22.300123527729824,-78.87047952690291,199
648,revolutionize intuitive solutions,Natural Hazards,Climatology,1978-08-08,36.91023,-121.75689,22.92999076074374,-110.02581963657697,67
